timestamp,rx_gbps,tx_gbps
2024-12-05 03:49:16,0.000000,0.000000
2024-12-05 03:49:18,0.000000,0.000000
2024-12-05 03:49:19,0.000004,0.000003
2024-12-05 03:49:20,0.000002,0.000000
2024-12-05 03:49:21,0.000009,0.000005
2024-12-05 03:49:22,0.000000,0.000000
2024-12-05 03:49:23,0.000000,0.000000
2024-12-05 03:49:24,0.000159,0.000155
2024-12-05 03:49:25,5.142946,5.193135
2024-12-05 03:49:26,7.424125,7.380866
2024-12-05 03:49:27,7.216944,7.264400
2024-12-05 03:49:29,7.476529,7.502737
2024-12-05 03:49:30,7.541916,7.436846
2024-12-05 03:49:31,7.479645,7.568912
2024-12-05 03:49:32,7.422265,7.407740
2024-12-05 03:49:33,7.437351,7.436491
2024-12-05 03:49:34,7.531331,7.483637
2024-12-05 03:49:35,7.487387,7.511643
2024-12-05 03:49:36,7.401611,7.383759
2024-12-05 03:49:37,7.475954,7.410955
2024-12-05 03:49:38,7.271944,7.266879
2024-12-05 03:49:39,5.397621,5.387213
2024-12-05 03:49:41,0.000025,0.000022
2024-12-05 03:49:42,0.000010,0.000007
2024-12-05 03:49:43,0.000002,0.000001
2024-12-05 03:49:44,0.000000,0.000000
2024-12-05 03:49:45,0.000000,0.000000
2024-12-05 03:49:46,0.000000,0.000000
2024-12-05 03:49:47,0.000000,0.000000
2024-12-05 03:49:48,0.000000,0.000000
2024-12-05 03:49:49,0.000000,0.000000
2024-12-05 03:49:51,0.000000,0.000000
2024-12-05 03:49:52,0.000000,0.000000
2024-12-05 03:49:53,0.000000,0.000000
2024-12-05 03:49:54,0.000000,0.000000
2024-12-05 03:49:55,0.000000,0.000000
2024-12-05 03:49:56,0.000000,0.000000
2024-12-05 03:49:57,0.000000,0.000000
2024-12-05 03:49:58,0.000000,0.000000
2024-12-05 03:50:00,0.000000,0.000000
2024-12-05 03:50:01,0.000000,0.000000
2024-12-05 03:50:02,0.000000,0.000000
2024-12-05 03:50:03,0.000000,0.000000
2024-12-05 03:50:04,0.000000,0.000000
2024-12-05 03:50:05,0.000000,0.000000
2024-12-05 03:50:06,0.000000,0.000000
2024-12-05 03:50:07,0.000000,0.000000
2024-12-05 03:50:08,0.000000,0.000000
2024-12-05 03:50:10,0.000006,0.000003
2024-12-05 03:50:11,0.000004,0.000003
2024-12-05 03:50:12,0.000002,0.000000
2024-12-05 03:50:13,0.000009,0.000006
2024-12-05 03:50:14,0.000001,0.000000
2024-12-05 03:50:15,0.000000,0.000000
2024-12-05 03:50:16,0.000023,0.000016
2024-12-05 03:50:17,3.217632,3.313668
2024-12-05 03:50:18,8.874687,8.769028
2024-12-05 03:50:20,9.025779,9.061863
2024-12-05 03:50:21,9.020302,9.070077
2024-12-05 03:50:22,8.982147,8.938408
2024-12-05 03:50:23,8.988524,9.024903
2024-12-05 03:50:24,8.889971,8.834183
2024-12-05 03:50:25,9.009290,8.978760
